Documento;DatadoTracking;DescricaoDoTracking;Insucesso
2744879031;15/04/2025;AGUARDANDO RETIRA;Cliente
2763396341;23/04/2025;RUA NAO LOCALIZADA;Cliente
2761375821;16/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2761777031;16/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2758950301;09/04/2025;CLIENTE AUSENTE 2;Cliente
2758653171;11/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2761508361;22/04/2025;PERDA LOGISTICA;Pendencia
2758493321;07/04/2025;PERDA LOGISTICA;Pendencia
2762703101;23/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2762833771;22/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2758888821;11/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2756547531;02/05/2025;BARRAR ENTREGA;Cliente
2762351071;22/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2759348011;15/04/2025;BARRAR ENTREGA;Cliente
2763419671;26/04/2025;FORA DE ITINERARIO - NAO CARREGOU;Roteirização
2763138551;25/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2759965781;19/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2758493321;07/04/2025;EXPEDIÇÃO CANCELADA NA ORIGEM DO EAD;CD
2762703101;23/04/2025;CLIENTE AUSENTE;Cliente
2758888821;11/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2756547531;02/05/2025;BARRAR ENTREGA;Cliente
2763138551;25/04/2025;RUA NAO LOCALIZADA;Cliente
2759965781;19/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2759965781;15/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2759965781;15/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2759965781;10/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2759965781;10/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2764606091;29/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2762485071;24/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2756542431;07/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2765471431;28/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758552481;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762820061;29/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764108761;30/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2758167121;07/04/2025;PERDA LOGISTICA;Pendencia
2757588021;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757528981;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758575171;09/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2757910641;04/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2757976521;14/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2758571111;07/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2756768651;09/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2762587811;25/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2756213621;03/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2758152361;05/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2761196951;17/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2758224241;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757154931;31/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758238131;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760565781;15/04/2025;BARRAR ENTREGA;Cliente
2764565841;25/04/2025;PERDA LOGISTICA;Pendencia
2757552461;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759098761;09/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2760797601;24/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2762001271;16/04/2025;PERDA LOGISTICA;Pendencia
2757914631;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762876701;23/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2760909011;14/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2757003241;09/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759104631;08/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2764146421;29/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2758999651;12/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2760667592;25/04/2025;MERCADORIA PENDENTE;Pendencia
2756541691;03/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2756592551;01/04/2025;PERDA LOGISTICA;Pendencia
2761611951;17/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2757523611;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2754956091;04/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2756620912;02/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2763959291;03/05/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2765458761;28/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761795961;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759014391;09/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2757797451;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764684511;30/04/2025;PERDA LOGISTICA;Pendencia
2755915491;03/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757981541;09/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757242211;31/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757523701;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758073041;10/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2762471261;29/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2764384401;30/04/2025;ROUBO;Transporte
2746183801;03/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2756107721;11/04/2025;EXCESSO DE CHUVAS;Transporte
2757905981;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759424521;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761174351;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758964441;07/04/2025;PERDA LOGISTICA;Pendencia
2757583532;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756809541;30/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759435561;11/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2761816102;22/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759717341;22/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2764101381;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758359611;10/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2762087411;25/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764937721;28/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2758656841;07/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2759012421;06/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763609681;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759848112;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760846461;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758114121;04/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2760699151;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758130501;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764566071;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762479571;02/05/2025;INSUCESSO DE ENTREGA;Cliente
2765397451;29/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761280111;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762690812;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756748371;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762391661;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2765083531;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756882591;30/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758750972;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763177411;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760127351;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763717721;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765237101;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764240391;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762911221;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764268751;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760898411;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764325361;30/04/2025;ROUBO;Transporte
2761071901;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758936211;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762364541;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759408152;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763791051;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761928121;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758225372;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762304501;02/05/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2758687121;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761644651;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763470101;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763785451;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759533681;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756880381;30/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763078651;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760405161;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763941421;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757590871;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760242611;12/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2761010561;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757568312;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756626091;29/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757239341;02/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758097681;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760688421;20/05/2025;INSUCESSO DE ENTREGA;Cliente
2763087731;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761470541;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763672771;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762388341;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759685111;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759011861;12/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2758408441;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756925221;01/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759337941;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762165491;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759360121;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760128471;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764346681;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758139121;16/04/2025;INSUCESSO DE ENTREGA;Cliente
2757763651;02/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763990752;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760851732;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762412161;17/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762887771;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764309771;08/05/2025;INSUCESSO DE ENTREGA;Cliente
2763241901;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762583672;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759058191;06/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760264841;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759124521;06/04/2025;MERCADORIA PENDENTE;Pendencia
2761040781;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761390671;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757076631;11/04/2025;INSUCESSO DE ENTREGA;Cliente
2759866251;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761485891;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764253141;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757707631;02/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763804681;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757022381;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764027071;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765136281;08/05/2025;INSUCESSO DE ENTREGA;Cliente
2764996591;27/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760389071;24/04/2025;INSUCESSO DE ENTREGA;Cliente
2763912561;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762150281;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760697181;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764014771;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760044561;11/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2762609091;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757915611;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757969191;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758176881;15/04/2025;PERDA LOGISTICA;Pendencia
2764577861;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763703891;22/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757281271;04/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2759234801;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763065101;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764919331;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763191601;24/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2761884961;19/04/2025;FORA DE ITINERARIO - NAO CARREGOU;Roteirização
2757584451;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762061031;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757886171;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764022851;25/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764335531;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760382411;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758137931;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757366541;01/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759307431;08/04/2025;A TRANSFERENCIA DA MERCADORIA NAO FOI CONFIRMADA;CD
2759037901;06/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762103021;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760152291;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761340641;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760245731;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759868761;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760913891;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760191271;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761634891;17/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758528561;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762644771;17/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760709781;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763422771;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760851841;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2753461621;28/03/2025;AGUARDANDO RETIRA;Cliente
2758041471;03/04/2025;MERCADORIA PENDENTE;Pendencia
2763084651;22/04/2025;FORA DE ITINERARIO - NAO CARREGOU;Roteirização
2757775411;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760335781;11/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2764274831;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762260782;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764157651;09/05/2025;INSUCESSO DE ENTREGA;Cliente
2762861391;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757623411;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759123251;06/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757211501;17/04/2025;INSUCESSO DE ENTREGA;Cliente
2760170442;11/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2761145401;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758432651;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765699401;29/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757542161;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764003921;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761665931;29/05/2025;INSUCESSO DE ENTREGA;Cliente
2763612491;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758796181;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758237101;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758128371;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762005352;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758528931;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761230021;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763449531;24/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2761291421;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764912421;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761776211;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764658481;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757385021;11/04/2025;INSUCESSO DE ENTREGA;Cliente
2757101051;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763730221;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759315061;08/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2759832361;09/04/2025;ANÁLISE BARRAR ENTREGA;Cliente
2756865531;30/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761124141;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759197431;22/04/2025;INSUCESSO DE ENTREGA;Cliente
2763742532;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759555392;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759679811;10/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2761153481;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763100001;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761731891;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762577721;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763667361;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757482541;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759774252;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761381851;25/04/2025;INSUCESSO DE ENTREGA;Cliente
2761392121;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2765132001;28/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763406541;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765130871;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763373942;22/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762281401;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762996891;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763173511;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759433362;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761889401;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757829761;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758037901;08/04/2025;INSUCESSO DE ENTREGA;Cliente
2756648561;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765615411;29/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756853101;01/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2763391131;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762565291;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763144021;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765562561;29/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762018571;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763041611;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759339831;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764320891;09/05/2025;INSUCESSO DE ENTREGA;Cliente
2760035261;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764197651;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762485611;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759255151;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758893221;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759506571;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759057221;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758962021;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758822711;23/05/2025;EXTRAVIO POR FALTA DE INFORMACAO;Transporte
2764120901;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761493521;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759214452;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2755999701;27/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764962851;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762701771;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761639322;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764606091;29/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2762485071;24/04/2025;CLIENTE AUSENTE 2;Cliente
2756542431;07/04/2025;RUA NAO LOCALIZADA;Cliente
2762820061;24/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2764108761;30/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2758167121;07/04/2025;PERDA LOGISTICA;Pendencia
